Name of Monitoring Station,Year,Sampling Month,pH,BOD (mg/L),COD (mg/L),Total Dissolved Solids,Total Coliform (MPN/100),Latitude,Longitude
Vibhuthipura Lake,2024,October,6.6,25.0,182.0,312.0,13000.0,12.9683535,77.67578051
Nallurahalli Lake,2024,October,8.2,9.0,88.0,832.0,5400.0,12.97468741,77.7354134
Pattandur Agrahara Lake,2024,October,7.1,5.0,64.0,754.0,5400.0,12.97655779,77.74570003
Seetharampalya Lake,2024,October,8.2,7.0,82.0,598.0,2200.0,12.98248112,77.71330594
Devasandra Lake,2024,October,6.8,8.0,72.0,352.0,2100.0,13.00543793,77.69382235
Sheelavanta-Whitefield Lake,2024,October,6.6,18.0,120.0,370.0,9200.0,12.96463102,77.74265937
Doddakannehalli Lake,2024,October,7.1,36.0,192.0,490.0,350000.0,12.91183624,77.6928301
Rayasandra Lake,2024,October,7.2,24.0,181.0,1178.0,94000.0,12.87037689,77.6779843
Chandapura Lake,2024,October,6.9,79.0,372.0,1284.0,4900000.0,12.80573568,77.70537996
Ullalu Lake,2024,October,6.8,4.0,31.0,220.0,14000.0,12.9609124,77.4804805
Sompura Lake,2024,October,8.2,5.0,64.0,532.0,3500.0,12.87447508,77.49860778
Gubbalal Lake,2024,October,8.5,6.0,59.0,294.0,2800.0,12.88094395,77.54067908
Hosakerehalli Lake,2024,October,6.3,23.0,151.0,338.0,4300.0,12.92636311,77.53384359
Chinnakurchi Kere,2024,October,8.5,4.0,32.0,188.0,11000.0,12.82129367,77.46615876
Machohalli Lake,2024,October,7.4,18.0,168.0,966.0,22000.0,13.01318643,77.4546073
Kammagondanahalli Lake,2024,October,6.8,17.0,112.0,270.0,11000.0,13.06872462,77.52323601
Alur Lake,2024,October,7.3,9.0,86.0,132.0,5400.0,13.09743325,77.45848496
Basavanapura Lake,2024,October,7.3,17.0,112.0,334.0,17000.0,12.84453538,77.58927218
Kodi Singasandra Lake,2024,October,7.1,12.0,100.0,1250.0,9400.0,12.88226483,77.6455833
Kothanuru Lake,2024,October,8.0,16.0,107.0,744.0,2800.0,12.87403308,77.58000279
Mangamanapalya Lake(Swarana Kunte),2024,October,7.6,7.0,60.0,718.0,12000.0,12.90269634,7.639448243
"Kannahalli Lake Kannahalli, Bengaluru",2024,October,6.7,20.0,152.0,702.0,48000.0,12.96824687,77.46185005
"Shettihalli Lake, Mallasandra Gudde Lake Bengaluru",2024,October,6.4,20.0,136.0,494.0,5400.0,13.136365,77.575
"Hoodi (Rajapalya Lake) Itpl Main Road, Near Hoodi,Bengaluru",2024,October,7.4,4.0,40.0,410.0,2800.0,13.050072,77.490935
"Munekolalu Lake ,Marathahalli, East Taluka ,Bengaluru",2024,October,8.2,7.0,76.0,378.0,2800.0,13.18273,77.347856
"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East",2024,October,6.6,44.0,236.0,374.0,28000.0,13.106019,77.400089
"Kannamangala Lake Hoskote Main Road , Bengalore",2024,October,7.5,8.0,76.0,660.0,2800.0,13.02935241,77.77426959
Kannur Lake Near By Hennur Road Bengalore,2024,October,7.1,4.0,45.0,732.0,3500.0,13.1032445,77.66119409
"Basavanapura Lake Ayyappa Nagr Main Road , K. R. Puram , Bengaluru",2024,October,6.7,15.0,101.0,1042.0,2200.0,12.804114,77.422441
"Ulsoor Lake Near Kalyani, Bengaluru",2024,October,6.7,4.2,88.0,504.0,170000.0,12.991994,77.376942
"Byrasandra Upper Lake,Bengaluru",2024,October,6.6,7.0,84.0,394.0,3500.0,12.93065731,77.59565712
"Soulkere, Kaikondrahalli Vill, Bengaluru",2024,October,7.2,7.0,68.0,588.0,170000.0,12.816512,77.564889
"Kudlu Doddakere, Kudlu Vill, Bengaluru",2024,October,8.2,5.0,60.0,272.0,2800.0,13.032371,77.54156
"Kudlu Chikkakere, Bgp Layout Kudlu Vill ,Bengaluru",2024,October,7.4,48.0,272.0,478.0,22000.0,12.89682592,77.6551178
"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru",2024,October,7.1,20.0,156.0,380.0,4600.0,12.86550272,77.56632056
Ulsoor Lake Training Centre Of Fish Breeding,2024,September,8.2,4.0,44.0,236.0,3500.0,12.9825,77.6191
River Arkavathi At Tippagondanahalli Reservoir,2024,September,7.2,8.0,80.0,770.0,63.0,12.966127,77.336189
Madiwala Tank,2024,September,7.9,6.0,56.0,498.0,4600.0,12.9734,77.3444
Lalbagh Tank,2024,September,8.2,9.0,80.0,322.0,2800.0,12.9069,77.6161
Kempambudhi Tank,2024,September,6.7,11.0,108.0,264.0,9400.0,12.9507,77.5844
Yediyur Tank,2024,September,6.6,12.0,114.0,248.0,3500.0,12.9575,77.5645
Ulsoor Lake Temple,2024,September,8.1,4.0,40.0,234.0,2400.0,12.9288,77.5794
Sankey Tank,2024,September,7.5,4.0,36.0,352.0,2400.0,12.982,77.621
Byrasandra Tank,2024,September,6.6,4.0,45.0,272.0,4600.0,13.0064,77.5755
Nayandanahalli Tank,2024,September,8.2,6.0,56.0,498.0,5400.0,13.1162,77.5759
Hesaraghatta Lake,2024,September,8.0,4.0,40.0,252.0,2800.0,13.0415,77.6152
Herohalli Tank,2024,September,6.8,5.0,48.0,400.0,7900.0,13.1368,77.4851
Anchepalya Lake,2024,September,7.4,4.0,43.0,232.0,17000.0,13.0012,77.4842
Shivapura Tank,2024,September,6.5,20.0,138.0,766.0,2800.0,13.0456,77.4828
Karihobanahalli Lake,2024,September,6.6,28.0,190.0,1186.0,11000.0,13.0294,77.5147
Bellandur Lake,2024,September,7.2,4.0,44.0,540.0,5400.0,13.0189,77.4912
Doddanekkundi Lake,2024,September,6.9,5.0,64.0,472.0,7900.0,13.0062,77.6811
Yelemallappa Shetty Lake,2024,September,6.7,12.0,118.0,716.0,5800.0,12.9714,77.6953
Dasarahalli Tank,2024,September,7.8,5.0,52.0,390.0,2400.0,13.0232,77.7288
Kalkere Tank,2024,September,9.0,9.0,96.0,472.0,1300.0,13.0435,77.5141
Varthur Lake,2024,September,8.0,5.0,44.0,872.0,3500.0,13.0287,77.6685
Ibbalur Lake,2024,September,7.5,6.0,56.0,674.0,3500.0,12.922,77.666
Tubarahalli Tank,2024,September,7.6,8.0,62.0,624.0,22000.0,12.958187,77.725785
Kaikondanahalli Lake,2024,September,7.4,20.0,156.0,1126.0,3500.0,12.91627,77.737065
Agaram Lake,2024,September,7.4,5.0,44.0,678.0,170.0,12.921,77.641
Gottigere Lake,2024,September,7.1,20.0,152.0,778.0,17000.0,12.8552,77.5878
Puttenahalli Lake,2024,September,7.4,7.0,84.0,300.0,9200.0,12.8985,77.5849
Puttenahalli Lake,2024,September,7.4,7.0,84.0,300.0,9200.0,12.89072263,77.5871604
Arakere Lake,2024,September,7.4,5.0,44.0,678.0,2400.0,12.8765,77.5991
Kalena Agrahara Lake,2024,September,8.2,8.0,72.0,390.0,3300.0,12.8624,77.5956
Singasandra Lake,2024,September,7.4,9.0,88.0,488.0,3500.0,12.8872,77.6493
Begur Tank,2024,September,7.5,4.0,44.0,592.0,3500.0,12.8814,77.6325
Parappana Agrahara Lake,2024,September,8.4,17.0,161.0,568.0,2400.0,12.8879,77.6591
Haralur Lake,2024,September,8.2,22.0,160.0,486.0,22000.0,12.89829,77.66142
Somasundrapalya Lake,2024,September,7.7,5.0,48.0,614.0,5400.0,12.89872064,77.64800365
Anekal Doddakere Tank,2024,September,7.3,6.0,56.0,774.0,4800.0,12.87466479,77.78340625
Puttenahalli Lake,2024,September,6.8,5.0,44.0,426.0,5400.0,12.8985,77.5849
Puttenahalli Lake,2024,September,6.8,5.0,44.0,426.0,5400.0,12.89072263,77.5871604
Hebbal Lake,2024,September,6.7,6.0,56.0,428.0,3500.0,13.04697661,77.58600905
Nagavara Lake,2024,September,6.8,6.0,52.0,426.0,3500.0,13.0449046,77.60895858
Jakkur Lake,2024,September,7.0,4.0,40.0,686.0,5400.0,13.08770697,77.61004718
Amruthahalli Lake,2024,September,6.9,4.0,44.0,356.0,9200.0,13.06138758,77.5987903
Allalasandra Lake,2024,September,7.0,7.0,60.0,674.0,4800.0,13.09078569,77.58580537
Yelahanka Tank,2024,September,7.0,5.0,48.0,678.0,9400.0,13.0901,77.5925
Subramanyapura Tank,2024,September,9.0,8.0,80.0,510.0,2400.0,12.89668663,77.54331633
Devarakere Tank,2024,September,8.2,5.0,64.0,244.0,4800.0,12.89808367,77.5543472
Malathahalli Lake,2024,September,6.7,5.0,60.0,462.0,3500.0,12.96467512,77.49507669
Hoskere Lake,2024,September,6.7,4.0,44.0,332.0,11000.0,12.92672778,77.48054898
Yelachenahalli Lake,2024,September,7.9,9.0,81.0,246.0,4300.0,12.89926437,77.56547215
Kengeri Tank,2024,September,8.7,4.0,36.0,418.0,920.0,12.91685922,77.48789417
Uttarahalli Doraikere,2024,September,6.5,5.0,448.0,192.0,7900.0,12.90305626,77.55084832
Dhorekere Tank,2024,September,7.9,4.0,44.0,306.0,9400.0,12.93017436,77.494945
Jigani Tank,2024,September,7.6,4.0,48.0,660.0,3500.0,12.79585704,77.63284772
Benniganahalli Lake,2024,September,7.0,9.0,76.0,404.0,7900.0,12.99772381,77.66545556
Mathikere Tank,2024,September,7.5,4.0,40.0,186.0,7000.0,13.00974799,77.5736474
Gangondanahalli Lake,2024,September,7.1,8.0,84.0,838.0,3500.0,12.99954081,77.4646815
Chikkabanavara Lake,2024,September,7.3,4.0,48.0,712.0,5400.0,13.08356016,77.50682992
Andhrahalli Lake,2024,September,6.9,15.0,132.0,348.0,3500.0,13.01026314,77.48646759
Kachohalli Lake,2024,September,7.2,22.0,144.0,692.0,6400.0,13.01365684,77.45596987
"River Dakshina Pinakini Near Mugalur Bridge Mugalur, Bengaluru",2024,September,7.3,44.0,220.0,922.0,630000.0,13.171777,77.566853
Sarakki Lake,2024,September,7.7,8.0,80.0,510.0,920.0,12.89941681,77.57913342
Nelamangala Lake,2024,September,7.5,18.0,121.0,770.0,13000.0,13.08073442,77.40002615
Abbigere Lake,2024,September,6.5,5.0,64.0,332.0,3500.0,13.0791175,77.52872073
Chelekere Lake,2024,September,6.8,6.0,56.0,424.0,2400.0,13.02641201,77.6449817
Singapura Lake,2024,September,6.7,5.0,48.0,426.0,3500.0,13.08266187,77.53568704
Narasipura Lake,2024,September,6.7,7.0,64.0,428.0,5400.0,13.07260237,77.55884035
Rachenahalli Lake,2024,September,7.1,5.0,64.0,668.0,3500.0,13.06365337,77.61270948
Kogilu Kere,2024,September,7.0,6.0,56.0,354.0,5400.0,13.11015107,77.61852742
Viswaneedam Lake,2024,September,6.8,19.0,152.0,360.0,11000.0,12.98884671,77.49016012
Ramammana Kere,2024,September,7.0,4.0,44.0,790.0,2400.0,12.96089629,77.22799123
Sadaramangala Lake,2024,September,6.5,38.0,192.0,464.0,3500.0,12.99966199,77.72775764
Bhattarahalli Lake,2024,September,7.5,8.0,88.0,650.0,7900.0,13.02479566,77.7086534
Kundalahalli Lake,2024,September,8.5,17.0,128.0,988.0,16000.0,12.96854049,77.72057586
Kowdhenahalli Tank,2024,September,7.5,7.0,64.0,652.0,3500.0,13.02076247,77.67591701
Garudacharpalya Tank,2024,September,6.5,20.0,156.0,466.0,13000.0,12.99262062,77.69630153
Rampura Lake,2024,September,7.3,27.0,176.0,1356.0,70000.0,13.04831239,77.69012069
Chinnappanahalli Lake,2024,September,8.1,6.0,52.0,488.0,1700.0,12.96611529,77.70675679
Devarabeesanahalli Lake,2024,September,8.0,5.0,52.0,218.0,1600.0,12.9231047,77.68715487
Vibhuthipura Lake,2024,September,6.5,22.0,168.0,352.0,11000.0,12.9683535,77.67578051
Nallurahalli Lake,2024,September,7.6,4.0,34.0,414.0,92000.0,12.97468741,77.7354134
Pattandur Agrahara Lake,2024,September,7.7,8.0,76.0,1126.0,35000.0,12.97655779,77.74570003
Seetharampalya Lake,2024,September,7.9,15.0,122.0,800.0,24000.0,12.98248112,77.71330594
Devasandra Lake,2024,September,7.1,18.0,118.0,604.0,9400.0,13.00543793,77.69382235
Sheelavanta-Whitefield Lake,2024,September,7.4,15.0,102.0,776.0,28000.0,12.96463102,77.74265937
Doddakannehalli Lake,2024,September,7.1,7.0,84.0,520.0,33000.0,12.91183624,77.6928301
Kasavanahalli Lake,2024,September,7.2,4.0,36.0,624.0,4800.0,12.90544792,77.66897823
Rayasandra Lake,2024,September,7.6,38.0,192.0,1188.0,70000.0,12.87037689,77.6779843
Chandapura Lake,2024,September,7.4,41.0,204.0,1308.0,490000.0,12.80573568,77.70537996
Ullalu Lake,2024,September,7.0,20.0,156.0,410.0,7000.0,12.9609124,77.4804805
Sompura Lake,2024,September,7.5,6.0,52.0,636.0,13000.0,12.87447508,77.49860778
Gubbalal Lake,2024,September,6.6,7.0,84.0,404.0,17000.0,12.88094395,77.54067908
Hosakerehalli Lake,2024,September,6.6,6.0,56.0,340.0,4300.0,12.92636311,77.53384359
Chinnakurchi Kere,2024,September,7.2,5.0,64.0,262.0,12000.0,12.82129367,77.46615876
Machohalli Lake,2024,September,7.2,28.0,184.0,692.0,4800.0,13.01318643,77.4546073
Kammagondanahalli Lake,2024,September,6.7,9.0,88.0,300.0,7900.0,13.06872462,77.52323601
Alur Lake,2024,September,6.5,6.0,56.0,106.0,2200.0,13.09743325,77.45848496
Basavanapura Lake,2024,September,7.1,20.0,156.0,782.0,9200.0,12.84453538,77.58927218
Kodi Singasandra Lake,2024,September,7.4,8.0,72.0,654.0,1600.0,12.88226483,77.6455833
Kothanuru Lake,2024,September,8.1,5.0,48.0,284.0,1600.0,12.87403308,77.58000279
Mangamanapalya Lake(Swarana Kunte),2024,September,8.2,4.0,40.0,572.0,920.0,12.90269634,7.639448243
"Kannahalli Lake Kannahalli, Bengaluru",2024,September,8.0,17.0,128.0,744.0,3500.0,12.96824687,77.46185005
"Shettihalli Lake, Mallasandra Gudde Lake Bengaluru",2024,September,6.5,7.0,84.0,302.0,5400.0,12.852249,77.553661
"Hoodi (Rajapalya Lake) Itpl Main Road, Near Hoodi,Bengaluru",2024,September,7.6,4.0,36.0,558.0,540.0,13.174035,77.459334
"Munekolalu Lake ,Marathahalli, East Taluka
,Bengaluru",2024,September,7.5,75.0,83.0,394.0,210000.0,13.191985,77.5288
"Mahadevpuraã¢  Lake, K. R. Puram , Bangalore East Taluka",2024,September,8.2,4.0,56.0,460.0,700000.0,13.128628,77.344112
"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East",2024,September,7.3,29.0,196.0,624.0,2400.0,12.968397,77.464228
"Kannamangala Lake Hoskote Main Road , Bengalore",2024,September,7.0,7.0,60.0,368.0,5400.0,13.02935241,77.77426959
Kannur Lake Near By Hennur Road Bengalore,2024,September,7.8,5.0,48.0,674.0,3300.0,13.1032445,77.66119409
"Basavanapura Lake Ayyappa Nagr Main Road , K.
R. Puram , Bengaluru",2024,September,6.9,18.0,120.0,356.0,3500.0,13.198983,77.491582
"Ulsoor Lake Near Kalyani,Bengaluru",2024,September,8.0,4.0,36.0,240.0,9400.0,12.98288947,77.62094479
"Byrasandra Upper Lake,Bengaluru",2024,September,6.5,18.0,155.0,294.0,9200.0,12.93065731,77.59565712
"Soulkere, Kaikondrahalli Vill,Bengaluru",2024,September,7.9,4.0,43.0,324.0,3500.0,12.91856038,77.68025593
"Kudlu Doddakere, Kudlu Vill,Bengaluru",2024,September,7.4,5.0,64.0,428.0,7900.0,12.88376503,77.66439049
"Kudlu Chikkakere, Bgp Layout Kudlu Vill
,Bengaluru",2024,September,8.0,4.0,46.0,508.0,2800.0,13.132354,77.586686
"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru",2024,September,8.1,22.0,164.0,548.0,5400.0,12.86550272,77.56632056
Ulsoor Lake Training Centre Of Fish Breeding,2024,August,8.6,6.0,56.0,258.0,2200.0,12.9825,77.6191
River Arkavathi At Tippagondanahalli Reservoir,2024,August,7.8,7.0,60.0,870.0,5400.0,12.966127,77.336189
Madiwala Tank,2024,August,8.0,4.0,40.0,356.0,7900.0,12.9734,77.3444
Lalbagh Tank,2024,August,8.1,4.0,40.0,360.0,5400.0,12.9069,77.6161
Kempambudhi Tank,2024,August,6.7,19.0,155.0,266.0,17000.0,12.9507,77.5844
Yediyur Tank,2024,August,6.8,4.0,45.0,186.0,13000.0,12.9575,77.5645
Ulsoor Lake Temple,2024,August,8.4,8.0,76.0,254.0,350.0,12.9288,77.5794
Sankey Tank,2024,August,7.5,4.0,40.0,364.0,2400.0,12.982,77.621
Byrasandra Tank,2024,August,7.2,9.0,80.0,344.0,11000.0,13.0064,77.5755
Nayandanahalli Tank,2024,August,8.8,5.0,64.0,542.0,1600.0,13.1162,77.5759
Hesaraghatta Lake,2024,August,8.1,4.0,44.0,246.0,3500.0,13.0415,77.6152
Herohalli Tank,2024,August,6.8,24.0,180.0,292.0,11000.0,13.1368,77.4851
Anchepalya Lake,2024,August,7.2,19.0,156.0,250.0,9400.0,13.0012,77.4842
Shivapura Tank,2024,August,7.2,4.0,40.0,704.0,16000.0,13.0456,77.4828
Karihobanahalli Lake,2024,August,6.8,27.0,220.0,656.0,7900.0,13.0294,77.5147
Bellandur Lake,2024,August,7.5,29.0,208.0,748.0,350.0,13.0189,77.4912
Doddanekkundi Lake,2024,August,7.0,6.0,56.0,386.0,9200.0,13.0062,77.6811
Yelemallappa Shetty Lake,2024,August,6.9,32.0,196.0,420.0,9400.0,12.9714,77.6953
Dasarahalli Tank,2024,August,6.8,24.0,176.0,204.0,11000.0,13.0232,77.7288
Kalkere Tank,2024,August,6.5,15.0,129.0,568.0,13000.0,13.0435,77.5141
Varthur Lake,2024,August,6.8,83.0,360.0,788.0,4600000.0,13.0287,77.6685
Ibbalur Lake,2024,August,7.0,30.0,196.0,562.0,1600.0,12.922,77.666
Tubarahalli Tank,2024,August,6.6,21.0,161.0,696.0,920.0,12.958187,77.725785
Kaikondanahalli Lake,2024,August,7.8,58.0,312.0,904.0,9400.0,12.91627,77.737065
Agaram Lake,2024,August,7.4,36.0,256.0,754.0,920.0,12.921,77.641
Gottigere Lake,2024,August,7.6,7.0,64.0,560.0,11000.0,12.8552,77.5878
Puttenahalli Lake,2024,August,7.5,6.0,52.0,368.0,3500.0,12.8985,77.5849
Puttenahalli Lake,2024,August,7.5,6.0,52.0,368.0,3500.0,12.89072263,77.5871604
Arakere Lake,2024,August,8.0,5.0,60.0,574.0,5400.0,12.8765,77.5991
Kalena Agrahara Lake,2024,August,7.1,4.0,48.0,518.0,4800.0,12.8624,77.5956
Hulimavu Lake,2024,August,8.0,7.0,60.0,328.0,5400.0,12.8775,77.5912
Singasandra Lake,2024,August,8.0,4.0,40.0,308.0,3500.0,12.8872,77.6493
Begur Tank,2024,August,7.3,4.0,44.0,1034.0,2400.0,12.8814,77.6325
Parappana Agrahara Lake,2024,August,8.0,5.0,60.0,410.0,1600.0,12.8879,77.6591
Haralur Lake,2024,August,8.2,4.0,48.0,454.0,3500.0,12.89829,77.66142
Somasundrapalya Lake,2024,August,7.1,5.0,68.0,548.0,920.0,12.89872064,77.64800365
Anekal Doddakere Tank,2024,August,7.4,17.0,116.0,1132.0,3500.0,12.87466479,77.78340625
Puttenahalli Lake,2024,August,7.2,7.0,64.0,462.0,5400.0,12.8985,77.5849
Puttenahalli Lake,2024,August,7.2,7.0,64.0,462.0,5400.0,12.89072263,77.5871604
Hebbal Lake,2024,August,7.0,6.0,56.0,446.0,9400.0,13.04697661,77.58600905
Nagavara Lake,2024,August,7.1,6.0,56.0,462.0,5400.0,13.0449046,77.60895858
Jakkur Lake,2024,August,6.9,8.0,80.0,618.0,7900.0,13.08770697,77.61004718
Amruthahalli Lake,2024,August,7.2,7.0,84.0,440.0,70000.0,13.06138758,77.5987903
Allalasandra Lake,2024,August,7.0,9.0,84.0,626.0,3500.0,13.09078569,77.58580537
Yelahanka Tank,2024,August,6.9,9.0,88.0,624.0,46000.0,13.0901,77.5925
Subramanyapura Tank,2024,August,8.1,8.0,84.0,438.0,13000.0,12.89668663,77.54331633
Devarakere Tank,2024,August,8.7,9.0,87.0,260.0,7000.0,12.89808367,77.5543472
Malathahalli Lake,2024,August,6.7,5.0,48.0,458.0,11000.0,12.96467512,77.49507669
Hoskere Lake,2024,August,6.5,18.0,160.0,266.0,9400.0,12.92672778,77.48054898
Yelachenahalli Lake,2024,August,7.9,5.0,50.0,278.0,3500.0,12.89926437,77.56547215
Kengeri Tank,2024,August,7.6,4.0,43.0,518.0,240.0,12.91685922,77.48789417
Uttarahalli Doraikere,2024,August,6.5,9.0,89.0,170.0,7900.0,12.90305626,77.55084832
Dhorekere Tank,2024,August,7.5,12.0,116.0,260.0,11000.0,12.93017436,77.494945
Jigani Tank,2024,August,7.4,30.0,172.0,650.0,5400.0,12.79585704,77.63284772
Benniganahalli Lake,2024,August,6.7,14.0,120.0,396.0,3500.0,12.99772381,77.66545556
Mathikere Tank,2024,August,7.2,5.0,51.0,236.0,3500.0,13.00974799,77.5736474
Nanjapura Tank,2024,August,6.89,8.0,134.0,2020.0,1587877.775488827,12.947003,77.443682
Gangondanahalli Lake,2024,August,6.8,45.0,300.0,934.0,9400.0,12.99954081,77.4646815
Kachohalli Lake,2024,August,6.6,79.0,400.0,1198.0,11000.0,13.01365684,77.45596987
"River Dakshina Pinakini Near Mugalur Bridge Mugalur, Bengaluru",2024,August,7.0,42.0,236.0,648.0,3500.0,12.8212,77.559756
Sarakki Lake,2024,August,7.5,5.0,48.0,550.0,3500.0,12.89941681,77.57913342
Nelamangala Lake,2024,August,6.7,18.0,118.0,826.0,28000.0,13.08073442,77.40002615
Abbigere Lake,2024,August,7.9,5.0,52.0,624.0,920.0,13.0791175,77.52872073
Chelekere Lake,2024,August,7.0,5.0,48.0,464.0,49000.0,13.02641201,77.6449817
Singapura Lake,2024,August,7.0,5.0,44.0,464.0,7900.0,13.08266187,77.53568704
Narasipura Lake,2024,August,7.0,6.0,56.0,466.0,3500.0,13.07260237,77.55884035
Rachenahalli Lake,2024,August,6.9,7.0,60.0,646.0,11000.0,13.06365337,77.61270948
Kogilu Kere,2024,August,7.4,5.0,64.0,444.0,13000.0,13.11015107,77.61852742
Viswaneedam Lake,2024,August,6.6,28.0,196.0,268.0,3500.0,12.98884671,77.49016012
Ramammana Kere,2024,August,7.1,17.0,129.0,846.0,1600.0,12.96089629,77.22799123
Sadaramangala Lake,2024,August,7.2,5.0,60.0,422.0,3500.0,12.99966199,77.72775764
Bhattarahalli Lake,2024,August,7.0,4.0,40.0,716.0,11000.0,13.02479566,77.7086534
Kundalahalli Lake,2024,August,7.3,4.0,44.0,456.0,3500.0,12.96854049,77.72057586
Kowdhenahalli Tank,2024,August,6.7,33.0,200.0,474.0,4800.0,13.02076247,77.67591701
Garudacharpalya Tank,2024,August,8.2,4.0,48.0,428.0,5400.0,12.99262062,77.69630153
Rampura Lake,2024,August,7.0,5.0,47.0,802.0,1600.0,13.04831239,77.69012069
Chinnappanahalli Lake,2024,August,7.2,5.0,48.0,448.0,7900.0,12.96611529,77.70675679
Devarabeesanahalli Lake,2024,August,7.2,8.0,72.0,306.0,3500.0,12.9231047,77.68715487
Vibhuthipura Lake,2024,August,6.9,5.0,64.0,312.0,46000.0,12.9683535,77.67578051
Nallurahalli Lake,2024,August,7.0,4.0,42.0,454.0,5400.0,12.97468741,77.7354134
Pattandur Agrahara Lake,2024,August,7.6,5.0,48.0,1042.0,1600.0,12.97655779,77.74570003
Seetharampalya Lake,2024,August,7.5,4.0,40.0,726.0,7900.0,12.98248112,77.71330594
Devasandra Lake,2024,August,6.7,4.0,40.0,428.0,5400.0,13.00543793,77.69382235
Sheelavanta-Whitefield Lake,2024,August,6.9,19.0,142.0,692.0,3500.0,12.96463102,77.74265937
Doddakannehalli Lake,2024,August,7.2,9.0,80.0,680.0,1600.0,12.91183624,77.6928301
Kasavanahalli Lake,2024,August,6.9,4.0,40.0,440.0,1600.0,12.90544792,77.66897823
Rayasandra Lake,2024,August,7.1,45.0,248.0,1144.0,14000.0,12.87037689,77.6779843
Chandapura Lake,2024,August,6.9,28.0,184.0,474.0,9200.0,12.80573568,77.70537996
Ullalu Lake,2024,August,6.8,4.0,40.0,342.0,5400.0,12.9609124,77.4804805
Sompura Lake,2024,August,7.6,26.0,177.0,940.0,4800.0,12.87447508,77.49860778
Gubbalal Lake,2024,August,7.5,12.0,119.0,310.0,14000.0,12.88094395,77.54067908
Hosakerehalli Lake,2024,August,7.2,8.0,72.0,208.0,70000.0,12.92636311,77.53384359
Chinnakurchi Kere,2024,August,7.8,9.0,85.0,216.0,94000.0,12.82129367,77.46615876
Machohalli Lake,2024,August,7.4,67.0,316.0,1142.0,3500.0,13.01318643,77.4546073
Kammagondanahalli Lake,2024,August,7.2,20.0,116.0,338.0,1600.0,13.06872462,77.52323601
Alur Lake,2024,August,6.9,4.0,40.0,138.0,7000.0,13.09743325,77.45848496
Basavanapura Lake,2024,August,7.3,6.0,56.0,864.0,11000.0,12.84453538,77.58927218
Kodi Singasandra Lake,2024,August,7.1,4.0,40.0,518.0,3500.0,12.88226483,77.6455833
Kothanuru Lake,2024,August,6.9,6.0,56.0,1054.0,2400.0,12.87403308,77.58000279
Mangamanapalya Lake(Swarana Kunte),2024,August,8.3,6.0,52.0,290.0,9400.0,12.90269634,7.639448243
"Kannahalli Lake Kannahalli, Bengaluru",2024,August,6.9,30.0,208.0,888.0,2400.0,12.96824687,77.46185005
"Shettihalli Lake, Mallasandra Gudde Lake Bengaluru",2024,August,6.7,5.0,60.0,514.0,1600.0,12.806507,77.501552
"Hoodi (Rajapalya Lake) Itpl Main Road, Near Hoodi, Bengaluru",2024,August,7.1,7.0,84.0,424.0,2400.0,12.879759,77.442715
"Munekolalu Lake ,Marathahalli, East Taluka
,Bengaluru",2024,August,8.0,6.0,72.0,368.0,9400.0,13.048261,77.379867
"Mahadevpuraã¢  Lake, K. R. Puram , Bangalore East Taluka",2024,August,8.1,4.0,40.0,400.0,4800.0,13.182478,77.302972
"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East",2024,August,6.8,10.0,104.0,626.0,3500.0,13.160805,77.598964
"Kannamangala Lake Hoskote Main Road , Bengalore",2024,August,7.1,4.0,44.0,1120.0,3500.0,13.02935241,77.77426959
Kannur Lake Near By Hennur Road Bengalore,2024,August,7.7,4.0,40.0,688.0,7900.0,13.1032445,77.66119409
"Basavanapura Lake Ayyappa Nagr Main Road , K.
R. Puram , Bengaluru",2024,August,6.5,5.0,48.0,418.0,2400.0,12.973235,77.31719
